Date,Open,High,Low,Close,Adj Close,Volume
1973-04-05,0.000000,9.500000,9.500000,9.500000,4.488337,1600
1973-04-06,0.000000,9.625000,9.625000,9.625000,4.547392,1200
1973-04-09,0.000000,9.750000,9.750000,9.750000,4.606452,1000
1973-04-10,0.000000,10.000000,10.000000,10.000000,4.724568,1200
1973-04-11,0.000000,10.000000,10.000000,10.000000,4.724568,400
1973-04-12,0.000000,9.875000,9.875000,9.875000,4.665509,1000
1973-04-13,0.000000,9.875000,9.875000,9.875000,4.665509,400
1973-04-16,0.000000,9.875000,9.875000,9.875000,4.665509,600
1973-04-17,0.000000,9.750000,9.750000,9.750000,4.606452,3200
1973-04-18,9.750000,9.750000,9.750000,9.750000,4.606452,0
1973-04-19,9.750000,9.750000,9.750000,9.750000,4.606452,0
1973-04-23,0.000000,9.875000,9.875000,9.875000,4.665509,200
1973-04-24,0.000000,9.625000,9.625000,9.625000,4.547392,2200
1973-04-25,0.000000,9.625000,9.625000,9.625000,4.547392,1200
1973-04-26,0.000000,9.625000,9.625000,9.625000,4.547392,800
1973-04-27,0.000000,9.375000,9.375000,9.375000,4.429278,400
1973-04-30,0.000000,9.375000,9.375000,9.375000,4.429278,1800
1973-05-01,0.000000,9.500000,9.500000,9.500000,4.488337,1400
1973-05-02,0.000000,9.500000,9.500000,9.500000,4.488337,400
1973-05-03,0.000000,9.875000,9.500000,9.500000,4.488337,600
1973-05-04,0.000000,9.500000,9.125000,9.125000,4.311168,4000
1973-05-07,0.000000,9.500000,9.125000,9.125000,4.311168,200
1973-05-08,0.000000,9.375000,9.000000,9.000000,4.252110,2800
1973-05-09,0.000000,9.250000,8.875000,8.875000,4.193053,2400
1973-05-10,0.000000,9.250000,8.875000,8.875000,4.193053,2200
1973-05-11,0.000000,8.875000,8.375000,8.375000,3.956826,1600
1973-05-14,0.000000,8.875000,8.375000,8.375000,3.956826,2600
1973-05-15,0.000000,8.500000,8.000000,8.000000,3.779654,3800
1973-05-16,0.000000,8.250000,7.875000,7.875000,3.720596,2800
1973-05-17,0.000000,8.375000,8.000000,8.000000,3.779654,4000
1973-05-18,0.000000,8.250000,7.875000,7.875000,3.720596,2800
1973-05-21,0.000000,7.875000,7.500000,7.500000,3.543422,4000
1973-05-22,0.000000,7.375000,7.000000,7.000000,3.307197,5600
1973-05-23,0.000000,6.875000,6.375000,6.375000,3.011910,3000
1973-05-24,0.000000,7.125000,6.625000,6.625000,3.130024,4800
1973-05-25,0.000000,7.250000,6.875000,6.875000,3.248140,4400
1973-05-29,0.000000,7.375000,7.000000,7.000000,3.307197,2000
1973-05-30,0.000000,7.375000,7.000000,7.000000,3.307197,2600
1973-05-31,0.000000,7.250000,6.875000,6.875000,3.248140,1200
1973-06-01,0.000000,7.250000,6.875000,6.875000,3.248140,200
1973-06-04,0.000000,7.000000,6.625000,6.625000,3.130024,1800
1973-06-05,0.000000,7.000000,6.625000,6.625000,3.130024,1000
1973-06-06,0.000000,7.000000,6.625000,6.625000,3.130024,600
1973-06-07,0.000000,7.000000,6.625000,6.625000,3.130024,600
1973-06-08,0.000000,7.625000,7.250000,7.250000,3.425310,1800
1973-06-11,0.000000,7.625000,7.250000,7.250000,3.425310,600
1973-06-12,0.000000,7.875000,7.500000,7.500000,3.543422,3400
1973-06-13,0.000000,7.875000,7.500000,7.500000,3.543422,400
1973-06-14,0.000000,7.875000,7.500000,7.500000,3.543422,8400
1973-06-15,0.000000,8.000000,7.625000,7.625000,3.602481,2200
1973-06-18,0.000000,8.125000,7.750000,7.750000,3.661538,1200
1973-06-19,0.000000,8.125000,7.750000,7.750000,3.661538,2600
1973-06-20,0.000000,8.375000,8.000000,8.000000,3.779654,1400
1973-06-21,0.000000,8.250000,7.875000,7.875000,3.720596,1000
1973-06-22,0.000000,8.375000,8.000000,8.000000,3.779654,1000
1973-06-25,0.000000,8.375000,8.000000,8.000000,3.779654,400
1973-06-26,8.000000,8.000000,8.000000,8.000000,3.779654,0
1973-06-27,8.000000,8.000000,8.000000,8.000000,3.779654,0
1973-06-28,0.000000,8.375000,8.000000,8.000000,3.779654,600
1973-06-29,0.000000,8.375000,8.000000,8.000000,3.779654,600
1973-07-02,0.000000,8.375000,8.000000,8.000000,3.779654,600
1973-07-03,0.000000,8.375000,8.000000,8.000000,3.779654,800
1973-07-05,0.000000,8.250000,7.875000,7.875000,3.720596,2400
1973-07-06,0.000000,8.250000,7.875000,7.875000,3.720596,400
1973-07-09,0.000000,8.375000,8.000000,8.000000,3.779654,800
1973-07-10,0.000000,8.375000,8.000000,8.000000,3.779654,600
1973-07-11,0.000000,8.375000,8.000000,8.000000,3.779654,2600
1973-07-12,0.000000,8.375000,8.000000,8.000000,3.779654,2000
1973-07-13,0.000000,8.375000,8.000000,8.000000,3.779654,2000
1973-07-16,0.000000,8.375000,8.000000,8.000000,3.779654,200
1973-07-17,0.000000,8.625000,8.250000,8.250000,3.897767,1400
1973-07-18,0.000000,8.875000,8.500000,8.500000,4.015884,8400
1973-07-19,0.000000,8.875000,8.500000,8.500000,4.015884,200
1973-07-20,0.000000,8.750000,8.375000,8.375000,3.956826,200
1973-07-23,0.000000,8.750000,8.375000,8.375000,3.956826,600
1973-07-24,0.000000,8.750000,8.375000,8.375000,3.956826,4400
1973-07-25,0.000000,8.750000,8.375000,8.375000,3.956826,600
1973-07-26,0.000000,8.750000,8.375000,8.375000,3.956826,800
1973-07-27,0.000000,8.750000,8.375000,8.375000,3.956826,1000
1973-07-30,0.000000,8.625000,8.250000,8.250000,3.897767,600
1973-07-31,0.000000,8.625000,8.250000,8.250000,3.897767,2000
1973-08-01,0.000000,7.875000,7.500000,7.500000,3.543422,1600
1973-08-02,0.000000,7.875000,7.500000,7.500000,3.543422,1200
1973-08-03,0.000000,7.875000,7.375000,7.375000,3.484367,800
1973-08-06,0.000000,8.000000,7.500000,7.500000,3.543422,400
1973-08-07,0.000000,7.500000,7.125000,7.125000,3.366253,2200
1973-08-08,0.000000,7.125000,6.750000,6.750000,3.189081,800
1973-08-09,0.000000,7.500000,7.125000,7.125000,3.366253,1200
1973-08-10,0.000000,7.500000,7.125000,7.125000,3.366253,400
1973-08-13,0.000000,7.375000,7.000000,7.000000,3.307197,200
1973-08-14,0.000000,6.875000,6.500000,6.500000,3.070968,800
1973-08-15,0.000000,6.625000,6.250000,6.250000,2.952852,2400
1973-08-16,0.000000,6.875000,6.500000,6.500000,3.070968,4800
1973-08-17,0.000000,7.125000,6.750000,6.750000,3.189081,600
1973-08-20,0.000000,7.000000,6.625000,6.625000,3.130024,1200
1973-08-21,0.000000,6.875000,6.500000,6.500000,3.070968,400
1973-08-22,0.000000,6.875000,6.500000,6.500000,3.070968,2200
1973-08-23,0.000000,6.875000,6.500000,6.500000,3.070968,200
1973-08-24,0.000000,6.875000,6.500000,6.500000,3.070968,200
1973-08-27,0.000000,6.875000,6.500000,6.500000,3.070968,600
1973-08-28,0.000000,6.875000,6.500000,6.500000,3.070968,400
1973-08-29,0.000000,6.750000,6.375000,6.375000,3.011910,1400
1973-08-30,0.000000,6.875000,6.500000,6.500000,3.070968,4400
1973-08-31,0.000000,6.875000,6.500000,6.500000,3.070968,800
1973-09-04,6.500000,6.500000,6.500000,6.500000,3.070968,0
1973-09-05,0.000000,6.875000,6.500000,6.500000,3.070968,1200
1973-09-06,0.000000,6.875000,6.500000,6.500000,3.070968,400
1973-09-07,0.000000,7.000000,6.625000,6.625000,3.130024,800
1973-09-10,6.625000,6.625000,6.625000,6.625000,3.130024,0
1973-09-11,0.000000,6.875000,6.500000,6.500000,3.070968,1200
1973-09-12,0.000000,6.750000,6.375000,6.375000,3.011910,1000
1973-09-13,0.000000,6.750000,6.375000,6.375000,3.011910,600
1973-09-14,0.000000,6.750000,6.375000,6.375000,3.011910,1000
1973-09-17,0.000000,6.750000,6.375000,6.375000,3.011910,600
1973-09-18,0.000000,6.500000,6.125000,6.125000,2.893798,1800
1973-09-19,0.000000,6.375000,6.000000,6.000000,2.834740,1600
1973-09-20,0.000000,6.625000,6.250000,6.250000,2.952852,2200
1973-09-21,0.000000,6.625000,6.250000,6.250000,2.952852,1000
1973-09-24,0.000000,6.500000,6.125000,6.125000,2.893798,2600
1973-09-25,0.000000,6.125000,5.750000,5.750000,2.716627,3600
1973-09-26,0.000000,6.125000,5.750000,5.750000,2.716627,2800
1973-09-27,0.000000,6.625000,6.250000,6.250000,2.952852,3400
1973-09-28,0.000000,6.625000,6.250000,6.250000,2.952852,1400
1973-10-01,0.000000,6.625000,6.250000,6.250000,2.952852,800
1973-10-02,0.000000,6.625000,6.250000,6.250000,2.952852,200
1973-10-03,0.000000,6.500000,6.125000,6.125000,2.893798,3400
1973-10-04,0.000000,6.250000,5.875000,5.875000,2.775683,4400
1973-10-05,0.000000,6.250000,5.875000,5.875000,2.775683,600
1973-10-08,0.000000,6.125000,5.750000,5.750000,2.716627,1200
1973-10-09,0.000000,6.125000,5.750000,5.750000,2.716627,3200
1973-10-10,0.000000,6.125000,5.750000,5.750000,2.716627,600
1973-10-11,0.000000,6.250000,5.875000,5.875000,2.775683,1400
1973-10-12,0.000000,6.500000,6.125000,6.125000,2.893798,2800
1973-10-15,0.000000,6.500000,6.125000,6.125000,2.893798,600
1973-10-16,0.000000,6.500000,6.125000,6.125000,2.893798,1000
1973-10-17,0.000000,6.625000,6.250000,6.250000,2.952852,1200
1973-10-18,0.000000,6.500000,6.125000,6.125000,2.893798,2600
1973-10-19,0.000000,6.625000,6.250000,6.250000,2.952852,600
1973-10-22,0.000000,6.500000,6.125000,6.125000,2.893798,2800
1973-10-23,0.000000,6.125000,5.750000,5.750000,2.716627,4600
1973-10-24,0.000000,5.875000,5.500000,5.500000,2.598511,4800
1973-10-25,0.000000,5.375000,5.000000,5.000000,2.362284,5000
1973-10-26,0.000000,5.875000,5.500000,5.500000,2.598511,1400
1973-10-29,0.000000,5.750000,5.375000,5.375000,2.539455,2800
1973-10-30,0.000000,5.500000,5.125000,5.125000,2.421340,2800
1973-10-31,0.000000,6.000000,5.625000,5.625000,2.657568,1600
1973-11-01,0.000000,6.000000,5.625000,5.625000,2.657568,400
1973-11-02,0.000000,6.000000,5.625000,5.625000,2.657568,1000
1973-11-05,0.000000,5.875000,5.500000,5.500000,2.598511,1200
1973-11-06,0.000000,5.750000,5.375000,5.375000,2.539455,1000
1973-11-07,0.000000,5.750000,5.375000,5.375000,2.539455,600
1973-11-08,0.000000,5.875000,5.500000,5.500000,2.598511,2400
1973-11-09,0.000000,6.000000,5.625000,5.625000,2.657568,2200
1973-11-12,0.000000,6.000000,5.625000,5.625000,2.657568,1200
1973-11-13,0.000000,6.000000,5.625000,5.625000,2.657568,2400
1973-11-14,0.000000,5.875000,5.500000,5.500000,2.598511,2000
1973-11-15,0.000000,5.750000,5.375000,5.375000,2.539455,4200
1973-11-16,0.000000,5.875000,5.500000,5.500000,2.598511,1200
1973-11-19,0.000000,5.625000,5.250000,5.250000,2.480398,1600
1973-11-20,0.000000,5.500000,5.125000,5.125000,2.421340,1400
1973-11-21,0.000000,5.125000,4.750000,4.750000,2.244168,3200
1973-11-23,0.000000,5.000000,4.625000,4.625000,2.185111,600
1973-11-26,0.000000,4.750000,4.375000,4.375000,2.066998,4800
1973-11-27,0.000000,4.750000,4.375000,4.375000,2.066998,1000
1973-11-28,0.000000,4.750000,4.375000,4.375000,2.066998,2200
1973-11-29,0.000000,4.750000,4.375000,4.375000,2.066998,200
1973-11-30,0.000000,4.625000,4.250000,4.250000,2.007942,3400
1973-12-03,0.000000,4.625000,4.250000,4.250000,2.007942,400
1973-12-04,0.000000,4.875000,4.500000,4.500000,2.126055,1200
1973-12-05,0.000000,4.625000,4.250000,4.250000,2.007942,800
1973-12-06,0.000000,4.625000,4.250000,4.250000,2.007942,600
1973-12-07,0.000000,4.625000,4.250000,4.250000,2.007942,1000
1973-12-10,0.000000,4.625000,4.250000,4.250000,2.007942,1200
1973-12-11,0.000000,4.500000,4.125000,4.125000,1.948884,1400
1973-12-12,0.000000,4.375000,4.000000,4.000000,1.889827,2200
1973-12-13,0.000000,4.250000,3.875000,3.875000,1.830769,800
1973-12-14,0.000000,4.250000,3.875000,3.875000,1.830769,3400
1973-12-17,0.000000,4.250000,3.875000,3.875000,1.830769,2200
1973-12-18,0.000000,4.250000,3.875000,3.875000,1.830769,1000
1973-12-19,0.000000,4.375000,4.000000,4.000000,1.889827,3000
1973-12-20,0.000000,4.375000,4.000000,4.000000,1.889827,1000
1973-12-21,0.000000,4.250000,3.875000,3.875000,1.830769,5600
1973-12-24,0.000000,4.125000,3.750000,3.750000,1.771711,2600
1973-12-26,0.000000,4.000000,3.625000,3.625000,1.712655,3400
1973-12-27,0.000000,4.125000,3.750000,3.750000,1.771711,4600
1973-12-28,0.000000,4.000000,3.625000,3.625000,1.712655,3800
1973-12-31,0.000000,4.000000,3.625000,3.625000,1.712655,14600
1974-01-02,0.000000,4.000000,3.625000,3.625000,1.712655,2800
1974-01-03,0.000000,4.250000,3.875000,3.875000,1.830769,5000
1974-01-04,0.000000,4.375000,4.000000,4.000000,1.889827,1600
1974-01-07,0.000000,4.250000,3.875000,3.875000,1.830769,2600
1974-01-08,0.000000,4.875000,4.500000,4.500000,2.126055,2600
1974-01-09,0.000000,4.375000,4.000000,4.000000,1.889827,5600
1974-01-10,0.000000,4.375000,4.000000,4.000000,1.889827,200
1974-01-11,0.000000,4.500000,4.125000,4.125000,1.948884,400
1974-01-14,0.000000,4.500000,4.125000,4.125000,1.948884,1400
1974-01-15,0.000000,4.625000,4.250000,4.250000,2.007942,400
1974-01-16,0.000000,4.750000,4.375000,4.375000,2.066998,1000
1974-01-17,0.000000,4.750000,4.375000,4.375000,2.066998,600
1974-01-18,0.000000,4.750000,4.375000,4.375000,2.066998,400
1974-01-21,0.000000,4.625000,4.250000,4.250000,2.007942,2000
1974-01-22,0.000000,4.625000,4.250000,4.250000,2.007942,800
1974-01-23,0.000000,4.500000,4.125000,4.125000,1.948884,2000
1974-01-24,0.000000,4.500000,4.125000,4.125000,1.948884,1800
1974-01-25,0.000000,5.125000,4.750000,4.750000,2.244168,1400
1974-01-28,0.000000,5.375000,5.000000,5.000000,2.362284,2600
1974-01-29,0.000000,5.250000,4.875000,4.875000,2.303226,800
1974-01-30,0.000000,5.125000,4.750000,4.750000,2.244168,800
1974-01-31,0.000000,5.125000,4.750000,4.750000,2.244168,1200
1974-02-01,0.000000,5.000000,4.625000,4.625000,2.185111,400
1974-02-04,0.000000,4.875000,4.500000,4.500000,2.126055,6200
1974-02-05,0.000000,4.750000,4.375000,4.375000,2.066998,4000
1974-02-06,0.000000,4.750000,4.375000,4.375000,2.066998,200
1974-02-07,0.000000,4.875000,4.500000,4.500000,2.126055,200
1974-02-08,4.500000,4.500000,4.500000,4.500000,2.126055,0
1974-02-11,0.000000,4.500000,4.125000,4.125000,1.948884,2000
1974-02-12,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-02-13,0.000000,4.375000,4.000000,4.000000,1.889827,800
1974-02-14,0.000000,4.250000,3.875000,3.875000,1.830769,2000
1974-02-15,0.000000,4.250000,3.875000,3.875000,1.830769,600
1974-02-19,0.000000,4.250000,3.875000,3.875000,1.830769,1600
1974-02-20,0.000000,4.250000,3.875000,3.875000,1.830769,200
1974-02-21,0.000000,4.125000,3.750000,3.750000,1.771711,1200
1974-02-22,0.000000,4.125000,3.750000,3.750000,1.771711,400
1974-02-25,0.000000,4.125000,3.750000,3.750000,1.771711,800
1974-02-26,0.000000,4.125000,3.750000,3.750000,1.771711,600
1974-02-27,0.000000,4.125000,3.750000,3.750000,1.771711,400
1974-02-28,3.750000,3.750000,3.750000,3.750000,1.771711,0
1974-03-01,0.000000,4.125000,3.750000,3.750000,1.771711,5200
1974-03-04,0.000000,4.125000,3.750000,3.750000,1.771711,200
1974-03-05,0.000000,4.250000,3.875000,3.875000,1.830769,600
1974-03-06,0.000000,4.375000,4.000000,4.000000,1.889827,200
1974-03-07,0.000000,4.250000,3.875000,3.875000,1.830769,600
1974-03-08,0.000000,4.500000,4.125000,4.125000,1.948884,1000
1974-03-11,0.000000,4.625000,4.250000,4.250000,2.007942,600
1974-03-12,0.000000,4.625000,4.250000,4.250000,2.007942,200
1974-03-13,0.000000,4.625000,4.250000,4.250000,2.007942,600
1974-03-14,0.000000,4.625000,4.250000,4.250000,2.007942,1000
1974-03-15,0.000000,4.750000,4.375000,4.375000,2.066998,400
1974-03-18,0.000000,4.625000,4.250000,4.250000,2.007942,400
1974-03-19,0.000000,4.500000,4.125000,4.125000,1.948884,600
1974-03-20,0.000000,4.375000,4.000000,4.000000,1.889827,1200
1974-03-21,0.000000,4.375000,4.000000,4.000000,1.889827,200
1974-03-22,0.000000,4.375000,4.000000,4.000000,1.889827,1000
1974-03-25,0.000000,4.500000,4.125000,4.125000,1.948884,400
1974-03-26,4.125000,4.125000,4.125000,4.125000,1.948884,0
1974-03-27,0.000000,4.500000,4.125000,4.125000,1.948884,2000
1974-03-28,0.000000,4.375000,4.000000,4.000000,1.889827,1600
1974-03-29,0.000000,4.250000,3.875000,3.875000,1.830769,2600
1974-04-01,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-04-02,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-04-03,0.000000,4.250000,3.875000,3.875000,1.830769,1600
1974-04-04,0.000000,4.250000,3.875000,3.875000,1.830769,1600
1974-04-05,0.000000,4.375000,4.000000,4.000000,1.889827,1200
1974-04-08,0.000000,4.500000,4.125000,4.125000,1.948884,200
1974-04-09,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-04-10,0.000000,4.375000,4.000000,4.000000,1.889827,1000
1974-04-11,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-04-15,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-04-16,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-04-17,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-04-18,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-04-19,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-04-22,0.000000,4.375000,4.000000,4.000000,1.889827,1200
1974-04-23,0.000000,4.500000,4.125000,4.125000,1.948884,400
1974-04-24,0.000000,4.375000,4.000000,4.000000,1.889827,1000
1974-04-25,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-04-26,0.000000,4.375000,4.000000,4.000000,1.889827,600
1974-04-29,0.000000,4.375000,4.000000,4.000000,1.889827,2200
1974-04-30,0.000000,4.375000,4.000000,4.000000,1.889827,2200
1974-05-01,0.000000,4.500000,4.125000,4.125000,1.948884,600
1974-05-02,4.125000,4.125000,4.125000,4.125000,1.948884,0
1974-05-03,4.125000,4.125000,4.125000,4.125000,1.948884,0
1974-05-06,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-05-07,0.000000,4.375000,4.000000,4.000000,1.889827,600
1974-05-08,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-05-09,0.000000,4.375000,4.000000,4.000000,1.889827,600
1974-05-10,0.000000,4.375000,4.000000,4.000000,1.889827,1600
1974-05-13,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-05-14,0.000000,4.375000,4.000000,4.000000,1.889827,600
1974-05-15,0.000000,4.375000,4.000000,4.000000,1.889827,200
1974-05-16,0.000000,4.375000,4.000000,4.000000,1.889827,1000
1974-05-17,0.000000,4.375000,4.000000,4.000000,1.889827,2400
1974-05-20,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-05-21,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-05-22,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-05-23,0.000000,4.375000,4.000000,4.000000,1.889827,200
1974-05-24,0.000000,4.375000,4.000000,4.000000,1.889827,200
1974-05-28,0.000000,4.250000,3.875000,3.875000,1.830769,800
1974-05-29,0.000000,4.250000,3.875000,3.875000,1.830769,600
1974-05-30,0.000000,4.125000,3.750000,3.750000,1.771711,1000
1974-05-31,0.000000,4.125000,3.750000,3.750000,1.771711,200
1974-06-03,0.000000,4.125000,3.750000,3.750000,1.771711,800
1974-06-04,3.750000,3.750000,3.750000,3.750000,1.771711,0
1974-06-05,0.000000,4.250000,3.875000,3.875000,1.830769,200
1974-06-06,0.000000,4.375000,4.000000,4.000000,1.889827,1400
1974-06-07,0.000000,4.500000,4.125000,4.125000,1.948884,1200
1974-06-10,4.125000,4.125000,4.125000,4.125000,1.948884,0
1974-06-11,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-06-12,0.000000,4.250000,3.875000,3.875000,1.830769,200
1974-06-13,0.000000,4.250000,3.875000,3.875000,1.830769,400
1974-06-14,0.000000,4.375000,4.000000,4.000000,1.889827,400
1974-06-17,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-06-18,4.000000,4.000000,4.000000,4.000000,1.889827,0
1974-06-19,0.000000,4.250000,3.875000,3.875000,1.830769,200
1974-06-20,0.000000,4.250000,3.875000,3.875000,1.830769,2200
1974-06-21,3.875000,3.875000,3.875000,3.875000,1.830769,0
1974-06-24,0.000000,4.250000,3.875000,3.875000,1.830769,200
1974-06-25,3.875000,3.875000,3.875000,3.875000,1.830769,0
1974-06-26,0.000000,4.250000,3.875000,3.875000,1.830769,200
1974-06-27,3.875000,3.875000,3.875000,3.875000,1.830769,0
1974-06-28,0.000000,4.125000,3.750000,3.750000,1.771711,1400
1974-07-01,0.000000,4.125000,3.750000,3.750000,1.771711,200
1974-07-02,0.000000,4.125000,3.750000,3.750000,1.771711,200
1974-07-03,3.750000,3.750000,3.750000,3.750000,1.771711,0
1974-07-05,0.000000,4.125000,3.750000,3.750000,1.771711,400
1974-07-08,0.000000,3.875000,3.500000,3.500000,1.653599,1400
1974-07-09,0.000000,3.875000,3.500000,3.500000,1.653599,200
1974-07-10,0.000000,3.750000,3.375000,3.375000,1.594540,2200
1974-07-11,3.375000,3.375000,3.375000,3.375000,1.594540,0
1974-07-12,0.000000,3.750000,3.375000,3.375000,1.594540,400
1974-07-15,0.000000,3.875000,3.500000,3.500000,1.653599,600
1974-07-16,3.500000,3.500000,3.500000,3.500000,1.653599,0
1974-07-17,0.000000,3.875000,3.500000,3.500000,1.653599,2000
1974-07-18,0.000000,3.750000,3.375000,3.375000,1.594540,200
1974-07-19,0.000000,3.750000,3.375000,3.375000,1.594540,1000
1974-07-22,3.375000,3.375000,3.375000,3.375000,1.594540,0
1974-07-23,0.000000,3.625000,3.250000,3.250000,1.535484,1000
1974-07-24,3.250000,3.250000,3.250000,3.250000,1.535484,0
1974-07-25,3.250000,3.250000,3.250000,3.250000,1.535484,0
1974-07-26,3.250000,3.250000,3.250000,3.250000,1.535484,0
1974-07-29,3.250000,3.250000,3.250000,3.250000,1.535484,0
1974-07-30,3.250000,3.250000,3.250000,3.250000,1.535484,0
1974-07-31,3.250000,3.250000,3.250000,3.250000,1.535484,0
1974-08-01,0.000000,3.625000,3.250000,3.250000,1.535484,200
1974-08-02,0.000000,3.625000,3.250000,3.250000,1.535484,1600
1974-08-05,0.000000,3.750000,3.375000,3.375000,1.594540,200
1974-08-06,3.375000,3.375000,3.375000,3.375000,1.594540,0
1974-08-07,0.000000,3.750000,3.375000,3.375000,1.594540,600
1974-08-08,0.000000,3.750000,3.375000,3.375000,1.594540,1400
1974-08-09,0.000000,3.750000,3.375000,3.375000,1.594540,200
1974-08-12,0.000000,3.625000,3.250000,3.250000,1.535484,400
1974-08-13,0.000000,3.625000,3.250000,3.250000,1.535484,200
1974-08-14,0.000000,3.500000,3.125000,3.125000,1.476426,200
1974-08-15,0.000000,3.500000,3.125000,3.125000,1.476426,400
1974-08-16,0.000000,3.250000,2.875000,2.875000,1.358313,800
1974-08-19,0.000000,3.250000,2.875000,2.875000,1.358313,1200
1974-08-20,2.875000,2.875000,2.875000,2.875000,1.358313,0
1974-08-21,2.875000,2.875000,2.875000,2.875000,1.358313,0
1974-08-22,0.000000,3.125000,2.750000,2.750000,1.299255,1000
1974-08-23,0.000000,3.125000,2.750000,2.750000,1.299255,1800
1974-08-26,0.000000,3.125000,2.750000,2.750000,1.299255,200
1974-08-27,0.000000,3.000000,2.625000,2.625000,1.240199,1000
1974-08-28,0.000000,3.000000,2.625000,2.625000,1.240199,800
1974-08-29,0.000000,3.375000,3.000000,3.000000,1.417370,2000
1974-08-30,0.000000,3.375000,3.000000,3.000000,1.417370,800
1974-09-03,0.000000,3.250000,2.875000,2.875000,1.358313,400
1974-09-04,0.000000,3.125000,2.750000,2.750000,1.299255,400
1974-09-05,0.000000,3.250000,2.875000,2.875000,1.358313,200
1974-09-06,0.000000,3.250000,2.875000,2.875000,1.358313,200
1974-09-09,0.000000,3.125000,2.750000,2.750000,1.299255,1600
1974-09-10,2.750000,2.750000,2.750000,2.750000,1.299255,0
1974-09-11,0.000000,3.125000,2.750000,2.750000,1.299255,200
1974-09-12,0.000000,3.250000,2.875000,2.875000,1.358313,400
1974-09-13,0.000000,3.250000,2.875000,2.875000,1.358313,200
1974-09-16,0.000000,3.000000,2.625000,2.625000,1.240199,2200
1974-09-17,0.000000,3.000000,2.625000,2.625000,1.240199,600
1974-09-18,0.000000,3.000000,2.625000,2.625000,1.240199,200
1974-09-19,0.000000,3.000000,2.625000,2.625000,1.240199,2800
1974-09-20,0.000000,3.000000,2.625000,2.625000,1.240199,600
1974-09-23,0.000000,3.000000,2.625000,2.625000,1.240199,1000
1974-09-24,0.000000,2.875000,2.500000,2.500000,1.181142,800
1974-09-25,0.000000,2.750000,2.375000,2.375000,1.122084,1400
